query,seq1,seq2,seq3,seq4,seq5,seq6,seq7,seq8,seq9,seq10,seq11,seq12,seq13,seq14,seq15,seq16,seq17,seq18,seq19,seq20,seq21,seq22,seq23,seq24,seq25,seq26,seq27,seq28,seq29,seq30,seq31,seq32,seq33,seq34,seq35,seq36,seq37,seq38,seq39,seq40,seq41,seq42,seq43,seq44,seq45,seq46,seq47,seq48,seq49,seq50,seq51,seq52,seq53,seq54,seq55,seq56,seq57,seq58,seq59,seq60,seq61,seq62,seq63,seq64,seq65,seq66,seq67,seq68,seq69,seq70,seq71,seq72,seq73,seq74,seq75,seq76,seq77,seq78,seq79,seq80,seq81,seq82,seq83,seq84,seq85,seq86,seq87,seq88,seq89,seq90,seq91,seq92,seq93,seq94,seq95,seq96,seq97,seq98,seq99,seq100,seq101,seq102,seq103,seq104,seq105,seq106,seq107,seq108,seq109,seq110,seq111,seq112,seq113,seq114,seq115,seq116,seq117,seq118,seq119,seq120,seq121,seq122,seq123,seq124,seq125,seq126,seq127,seq128,seq129,seq130,seq131,seq132,seq133,seq134,seq135,seq136,seq137,seq138,seq139,seq140,seq141,seq142,seq143,seq144,seq145,seq146,seq147,seq148,seq149,seq150,seq151,seq152,seq153,seq154,seq155,seq156,seq157,seq158,seq159,seq160,seq161,seq162,seq163,seq164,seq165,seq166,seq167,seq168,seq169,seq170,seq171,seq172,seq173,seq174,seq175,seq176,seq177,seq178,seq179,seq180,seq181,seq182,seq183,seq184,seq185,seq186,seq187,seq188,seq189,seq190,seq191,seq192,seq193,seq194,seq195,seq196,seq197,seq198,seq199,seq200
seq11,61.2,0.0,0.0,0.0,0.0,31.3,27.8,0.0,31.3,27.5,100.0,27.0,0.0,25.2,0.0,0.0,24.2,0.0,30.4,30.4,27.6,0.0,0.0,24.0,0.0,0.0,27.6,27.1,0.0,0.0,0.0,0.0,0.0,29.4,29.1,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,0.0,29.3,0.0,0.0,0.0,23.4,23.6,28.4,53.9,67.9,0.0,0.0,0.0,24.5,0.0,0.0,67.8,0.0,0.0,0.0,0.0,31.2,0.0,0.0,33.8,0.0,0.0,0.0,28.1,0.0,0.0,0.0,0.0,0.0,0.0,24.4,24.1,24.7,24.7,0.0,0.0,0.0,0.0,27.9,27.9,0.0,0.0,41.6,0.0,0.0,48.8,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,0.0,36.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,29.0,0.0,0.0,26.2,26.2,26.2,23.0,0.0,0.0,30.2,0.0,0.0,0.0,27.1,33.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,26.8,0.0,0.0,0.0,0.0,0.0,43.2,0.0,27.2,27.2,27.2,27.2,27.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7,0.0,26.5,0.0,0.0,29.1,0.0,0.0,0.0,0.0,27.8,27.8,0.0,30.4,40.3
seq12,31.3,0.0,0.0,0.0,0.0,27.2,100.0,33.3,26.1,0.0,27.0,100.0,0.0,0.0,0.0,37.2,0.0,0.0,35.3,35.3,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7,0.0,0.0,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,45.0,0.0,0.0,0.0,0.0,0.0,30.8,26.3,33.3,0.0,34.1,0.0,0.0,0.0,0.0,35.4,0.0,25.9,0.0,0.0,29.8,0.0,0.0,34.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.8,35.8,0.0,39.4,0.0,0.0,62.6,62.6,0.0,0.0,31.3,0.0,0.0,31.7,0.0,0.0,0.0,0.0,0.0,0.0,42.3,44.0,0.0,40.6,0.0,0.0,0.0,0.0,0.0,0.0,47.3,30.7,30.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,37.2,0.0,0.0,27.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.6,36.6,36.6,36.6,0.0,0.0,46.1,0.0,0.0,31.0,0.0,0.0,29.3,31.8,0.0,0.0,0.0,31.2,0.0,27.5,31.8,0.0,0.0,41.7,0.0,0.0,0.0,0.0,35.3,44.0
seq13,0.0,0.0,0.0,0.0,0.0,0.0,36.3,34.3,0.0,0.0,0.0,0.0,100.0,38.1,0.0,0.0,0.0,0.0,32.8,32.8,0.0,0.0,0.0,47.6,0.0,53.2,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,0.0,0.0,34.9,0.0,28.9,0.0,0.0,0.0,0.0,0.0,32.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3,47.9,34.5,0.0,0.0,0.0,33.3,37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8,0.0,0.0,45.4,0.0,0.0,0.0,34.6,0.0,0.0,0.0,0.0,0.0,0.0,36.7,38.2,33.3,33.3,0.0,26.9,0.0,0.0,31.7,31.7,0.0,0.0,31.7,0.0,28.2,0.0,32.8,32.0,0.0,0.0,0.0,0.0,32.5,32.5,0.0,36.7,0.0,0.0,0.0,0.0,37.9,0.0,42.0,34.7,0.0,0.0,0.0,0.0,0.0,0.0,40.4,0.0,0.0,0.0,32.5,0.0,0.0,41.7,34.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.7,38.7,0.0,0.0,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,0.0,0.0,32.0,0.0,0.0,34.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.8,33.3
seq14,44.2,0.0,0.0,0.0,0.0,0.0,21.3,0.0,0.0,0.0,25.8,0.0,40.4,100.0,0.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,0.0,36.0,24.5,25.4,28.7,29.5,0.0,0.0,22.3,0.0,0.0,31.4,31.2,0.0,58.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.6,0.0,0.0,0.0,0.0,0.0,55.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,0.0,0.0,0.0,0.0,30.7,22.5,25.6,42.6,25.5,0.0,0.0,31.6,0.0,0.0,0.0,25.8,0.0,0.0,0.0,0.0,38.1,0.0,0.0,37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,23.2,0.0,21.8,44.2,0.0,0.0,0.0,0.0,28.6,0.0,0.0,0.0,28.1,43.1,41.3,0.0,41.3,0.0,0.0,0.0,0.0,0.0,0.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.3,0.0,0.0,0.0,0.0,0.0,0.0,25.4,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,34.9,34.9,34.9,34.9,34.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8,28.7,0.0,28.7,36.3,32.5,36.1,0.0,0.0,0.0,0.0,26.3,0.0,0.0,0.0,0.0,0.0,37.9
seq15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seq16,0.0,0.0,0.0,0.0,0.0,0.0,26.4,24.7,0.0,0.0,0.0,33.3,0.0,28.6,0.0,100.0,0.0,0.0,27.2,27.2,25.7,0.0,23.2,34.2,0.0,36.2,25.7,24.5,0.0,0.0,0.0,0.0,21.9,25.0,25.5,0.0,29.2,0.0,0.0,35.8,26.5,0.0,0.0,0.0,0.0,0.0,33.1,0.0,0.0,29.6,0.0,22.7,0.0,27.1,0.0,0.0,0.0,0.0,0.0,0.0,30.4,0.0,0.0,0.0,34.6,0.0,34.2,27.1,25.3,27.1,29.4,0.0,26.9,29.6,26.7,0.0,26.7,28.6,0.0,36.8,0.0,0.0,32.8,0.0,0.0,35.0,0.0,0.0,0.0,36.8,0.0,0.0,0.0,0.0,0.0,0.0,37.0,34.8,22.2,22.2,0.0,25.3,0.0,0.0,26.1,26.1,0.0,0.0,28.1,0.0,23.2,25.5,33.8,39.4,0.0,0.0,0.0,26.6,33.3,34.6,0.0,33.3,0.0,0.0,0.0,0.0,40.9,0.0,25.6,39.3,36.6,0.0,0.0,0.0,0.0,0.0,28.6,0.0,0.0,0.0,30.8,0.0,0.0,34.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,0.0,0.0,0.0,26.6,26.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9,0.0,0.0,32.8,0.0,0.0,36.6,88.2,0.0,0.0,33.7,0.0,0.0,0.0,75.1,0.0,0.0,29.1,0.0,0.0,0.0,0.0,27.2,0.0
seq17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,23.6,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,27.0,0.0,0.0,0.0,24.2,0.0,0.0,0.0,0.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,28.8,0.0,0.0,0.0,0.0,20.9,20.9,0.0,0.0,22.6,0.0,0.0,0.0,0.0,0.0,32.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seq18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,28.3,0.0,0.0,0.0,0.0,35.8,35.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3,30.3,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1
seq19,0.0,0.0,0.0,0.0,0.0,30.5,38.8,25.0,28.5,28.5,0.0,32.2,32.8,0.0,0.0,28.4,0.0,0.0,100.0,100.0,26.2,0.0,22.1,30.9,0.0,24.6,29.4,28.7,0.0,35.5,0.0,26.6,27.7,27.5,29.9,0.0,28.9,35.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,0.0,17.7,0.0,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,29.5,37.3,0.0,0.0,0.0,28.1,22.4,31.7,0.0,0.0,0.0,77.6,23.7,26.8,0.0,22.0,0.0,0.0,26.4,0.0,0.0,33.7,28.1,0.0,41.1,0.0,0.0,23.1,26.1,0.0,0.0,0.0,0.0,0.0,0.0,25.7,25.7,38.2,38.2,0.0,56.6,0.0,0.0,39.0,39.0,0.0,27.0,25.8,0.0,0.0,28.7,21.3,0.0,0.0,0.0,0.0,0.0,44.1,47.0,0.0,42.8,0.0,0.0,0.0,19.2,0.0,0.0,36.2,27.7,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3,0.0,0.0,24.4,32.6,0.0,0.0,0.0,0.0,0.0,0.0,27.6,0.0,0.0,0.0,59.2,59.4,0.0,0.0,0.0,0.0,22.1,22.1,22.1,22.1,22.1,0.0,0.0,0.0,0.0,33.8,33.8,33.8,33.8,0.0,0.0,43.6,0.0,0.0,34.6,0.0,0.0,31.1,28.0,0.0,0.0,26.3,20.2,0.0,0.0,34.2,0.0,0.0,59.2,0.0,0.0,0.0,0.0,100.0,42.6
seq20,0.0,0.0,0.0,0.0,0.0,30.5,38.8,25.0,28.5,28.5,0.0,32.2,32.8,0.0,0.0,28.4,0.0,0.0,100.0,100.0,26.2,0.0,22.1,30.9,0.0,24.6,29.4,28.7,0.0,35.5,0.0,26.6,27.7,27.5,29.9,0.0,28.9,35.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,0.0,17.7,0.0,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,29.5,37.3,0.0,0.0,0.0,28.1,22.4,31.7,0.0,0.0,0.0,77.6,23.7,26.8,0.0,22.0,0.0,0.0,26.4,0.0,0.0,33.7,28.1,0.0,41.1,0.0,0.0,23.1,26.1,0.0,0.0,0.0,0.0,0.0,0.0,25.7,25.7,38.2,38.2,0.0,56.6,0.0,0.0,39.0,39.0,0.0,27.0,25.8,0.0,0.0,28.7,21.3,0.0,0.0,0.0,0.0,0.0,44.1,47.0,0.0,42.8,0.0,0.0,0.0,19.2,0.0,0.0,36.2,27.7,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3,0.0,0.0,24.4,32.6,0.0,0.0,0.0,0.0,0.0,0.0,27.6,0.0,0.0,0.0,59.2,59.4,0.0,0.0,0.0,0.0,22.1,22.1,22.1,22.1,22.1,0.0,0.0,0.0,0.0,33.8,33.8,33.8,33.8,0.0,0.0,43.6,0.0,0.0,34.6,0.0,0.0,31.1,28.0,0.0,0.0,26.3,20.2,0.0,0.0,34.2,0.0,0.0,59.2,0.0,0.0,0.0,0.0,100.0,42.6
seq21,0.0,0.0,0.0,0.0,0.0,0.0,28.3,62.3,31.9,0.0,27.6,0.0,32.6,23.7,0.0,25.7,21.5,0.0,25.4,25.4,100.0,0.0,27.7,25.2,0.0,25.7,84.6,83.4,0.0,32.7,0.0,0.0,22.8,54.1,54.4,35.8,29.9,0.0,0.0,0.0,28.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,0.0,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.1,25.8,0.0,0.0,31.1,0.0,26.2,0.0,0.0,0.0,0.0,30.3,0.0,23.8,0.0,0.0,0.0,0.0,0.0,37.9,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,28.5,27.0,24.5,24.5,0.0,26.4,0.0,0.0,25.3,25.3,0.0,30.3,23.5,0.0,0.0,26.7,0.0,23.7,0.0,0.0,0.0,0.0,32.6,32.6,0.0,33.6,0.0,0.0,0.0,0.0,25.9,0.0,24.8,26.2,26.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,25.9,0.0,0.0,29.7,0.0,20.1,20.1,20.1,20.1,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.8,0.0,23.1,0.0,0.0,0.0,25.3,28.4
seq22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seq23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,22.1,22.1,27.7,0.0,100.0,24.3,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,34.7,0.0,0.0,0.0,22.6,0.0,0.0,0.0,31.4,0.0,0.0,0.0,0.0,0.0,30.7,0.0,0.0,25.8,0.0,72.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,0.0,26.1,0.0,24.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.2,0.0,0.0,0.0,0.0,0.0,25.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,26.1,0.0,0.0,0.0,21.5,0.0,0.0,32.8,32.8,0.0,0.0,31.4,0.0,41.2,26.1,29.7,0.0,0.0,0.0,0.0,0.0,30.8,33.3,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,31.2,0.0,0.0,26.7,0.0,0.0,25.3,0.0,0.0,0.0,0.0,0.0,22.1,0.0
seq24,38.3,0.0,0.0,0.0,0.0,0.0,28.5,25.3,30.3,0.0,23.4,25.0,49.4,26.2,0.0,34.7,0.0,0.0,32.8,32.8,24.2,0.0,26.3,100.0,0.0,65.2,26.9,23.2,0.0,31.6,0.0,0.0,28.3,24.3,20.7,28.5,32.8,0.0,27.3,0.0,27.2,0.0,0.0,0.0,0.0,0.0,31.9,0.0,0.0,27.3,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,29.7,32.8,0.0,0.0,0.0,34.9,38.8,34.4,32.8,34.2,0.0,36.8,33.7,0.0,0.0,29.3,34.2,0.0,33.8,0.0,0.0,50.0,0.0,0.0,38.2,0.0,0.0,39.4,41.5,0.0,0.0,0.0,0.0,0.0,0.0,42.4,42.6,29.7,29.7,0.0,29.8,0.0,0.0,37.2,37.2,0.0,0.0,38.3,0.0,30.0,0.0,0.0,40.0,0.0,0.0,0.0,23.9,35.8,34.5,0.0,34.5,0.0,0.0,0.0,39.4,39.4,0.0,29.7,35.1,35.1,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,35.9,0.0,0.0,39.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0,0.0,31.5,0.0,0.0,33.3,0.0,0.0,0.0,34.7,35.0,0.0,29.8,31.9,0.0,27.8,33.3,0.0,0.0,35.4,0.0,0.0,0.0,0.0,32.8,34.5
seq25,0.0,40.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.2,0.0,0.0,0.0,0.0,0.0,78.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seq26,36.7,0.0,0.0,0.0,0.0,0.0,25.4,27.5,0.0,0.0,37.5,0.0,54.8,25.0,0.0,38.0,0.0,0.0,0.0,0.0,31.9,0.0,26.7,66.1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.4,38.4,32.0,28.2,0.0,31.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,0.0,0.0,0.0,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,25.5,25.3,0.0,0.0,0.0,34.2,42.4,31.3,31.6,33.3,0.0,0.0,32.3,28.2,0.0,0.0,31.6,0.0,36.7,0.0,0.0,50.0,0.0,0.0,45.6,0.0,0.0,34.2,36.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4,40.0,25.6,25.6,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,36.7,0.0,28.0,0.0,0.0,38.5,0.0,0.0,0.0,0.0,33.3,33.3,0.0,33.3,0.0,0.0,0.0,0.0,37.5,0.0,36.5,34.0,32.9,0.0,0.0,0.0,0.0,0.0,30.5,0.0,0.0,0.0,32.0,0.0,0.0,45.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2,0.0,0.0,0.0,0.0,0.0,0.0,29.8,0.0,0.0,0.0,0.0,0.0,34.5,36.9,29.8,0.0,27.7,0.0,0.0,0.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,37.0
