seq62	seq12	31.600	60	281	100	0.214	0.580	2.630E-05	38
seq62	seq39	22.200	63	281	378	0.224	0.161	3.491E-05	38
seq62	seq58	45.100	31	281	161	0.110	0.193	4.634E-05	38
seq62	seq77	27.400	61	281	310	0.217	0.197	1.437E-04	36
seq62	seq137	20.900	62	281	476	0.221	0.126	1.437E-04	36
seq62	seq37	20.900	168	281	255	0.598	0.561	1.907E-04	36
seq62	seq30	26.700	109	281	167	0.377	0.653	2.530E-04	35
seq62	seq109	30.500	59	281	604	0.210	0.094	2.530E-04	35
seq150	seq146	100.000	202	202	202	1.000	1.000	2.671E-138	424
seq150	seq147	100.000	202	202	202	1.000	1.000	2.671E-138	424
seq150	seq148	100.000	202	202	202	1.000	1.000	2.671E-138	424
seq150	seq149	100.000	202	202	202	1.000	1.000	2.671E-138	424
seq150	seq150	100.000	202	202	202	1.000	1.000	2.671E-138	424
seq150	seq151	100.000	202	202	248	1.000	0.815	2.671E-138	424
seq150	seq153	69.900	202	202	221	1.000	0.860	2.968E-86	274
seq150	seq154	69.900	202	202	221	1.000	0.860	2.968E-86	274
seq150	seq115	70.500	185	202	245	0.901	0.755	3.357E-84	268
seq150	seq193	46.700	176	202	241	0.807	0.730	2.431E-34	124
seq150	seq139	51.900	100	202	128	0.485	0.781	8.121E-21	84
seq150	seq138	49.300	73	202	128	0.361	0.555	3.295E-15	68
seq150	seq170	48.600	74	202	124	0.366	0.581	1.117E-14	66
seq150	seq178	41.900	79	202	127	0.381	0.622	2.422E-10	53
seq150	seq180	41.400	79	202	120	0.376	0.658	1.081E-09	51
seq150	seq161	32.900	87	202	246	0.426	0.354	1.458E-09	51
seq150	seq90	28.100	185	202	338	0.802	0.547	1.458E-09	51
seq150	seq185	42.300	76	202	247	0.351	0.308	2.648E-09	50
seq150	seq171	36.500	81	202	92	0.386	0.880	3.567E-09	49
seq150	seq172	36.500	81	202	92	0.386	0.880	3.567E-09	49
seq150	seq173	36.500	81	202	92	0.386	0.880	3.567E-09	49
seq150	seq174	36.500	81	202	92	0.386	0.880	3.567E-09	49
seq150	seq140	35.400	78	202	415	0.386	0.186	6.470E-09	49
seq150	seq50	23.000	161	202	556	0.797	0.288	2.123E-08	47
seq150	seq41	35.600	73	202	221	0.361	0.317	6.942E-08	46
seq150	seq97	22.600	182	202	375	0.901	0.459	9.330E-08	45
seq150	seq9	33.800	71	202	169	0.347	0.420	2.262E-07	44
seq150	seq63	23.900	176	202	205	0.871	0.771	4.077E-07	43
seq150	seq98	21.400	183	202	350	0.901	0.523	2.374E-06	41
seq150	seq74	24.800	159	202	409	0.787	0.359	2.374E-06	41
seq150	seq82	36.500	62	202	131	0.307	0.443	3.181E-06	40
seq150	seq81	34.900	62	202	131	0.307	0.443	5.709E-06	40
seq150	seq126	38.500	57	202	307	0.282	0.182	1.024E-05	39
seq150	seq158	29.300	74	202	136	0.366	0.515	1.370E-05	38
seq150	seq18	31.000	74	202	153	0.351	0.484	1.370E-05	38
seq150	seq30	31.100	58	202	167	0.287	0.347	2.453E-05	38
seq150	seq35	28.300	78	202	340	0.376	0.229	3.282E-05	37
seq150	seq191	30.800	65	202	235	0.302	0.277	5.868E-05	36
seq150	seq37	33.800	67	202	255	0.307	0.263	5.868E-05	36
seq150	seq162	30.400	66	202	325	0.312	0.203	5.868E-05	36
seq150	seq163	30.400	66	202	325	0.312	0.203	5.868E-05	36
seq150	seq164	30.400	66	202	325	0.312	0.203	5.868E-05	36
seq150	seq165	30.400	66	202	325	0.312	0.203	5.868E-05	36
seq150	seq166	30.400	66	202	325	0.312	0.203	5.868E-05	36
seq150	seq11	24.300	82	202	481	0.406	0.129	1.401E-04	35
seq150	seq34	28.300	71	202	340	0.342	0.209	5.945E-04	33
seq150	seq99	23.100	66	202	218	0.312	0.303	7.933E-04	33
seq150	seq100	23.100	66	202	421	0.312	0.157	7.933E-04	33
seq161	seq161	100.000	246	246	246	1.000	1.000	1.118E-160	491
seq161	seq115	35.400	79	246	245	0.321	0.310	6.272E-10	53
seq161	seq193	35.500	76	246	241	0.309	0.299	2.699E-09	51
seq161	seq146	32.900	87	246	202	0.354	0.426	8.643E-09	49
seq161	seq147	32.900	87	246	202	0.354	0.426	8.643E-09	49
seq161	seq148	32.900	87	246	202	0.354	0.426	8.643E-09	49
seq161	seq149	32.900	87	246	202	0.354	0.426	8.643E-09	49
seq161	seq150	32.900	87	246	202	0.354	0.426	8.643E-09	49
seq161	seq153	40.000	65	246	221	0.264	0.267	8.643E-09	49
seq161	seq154	40.000	65	246	221	0.264	0.267	8.643E-09	49
seq161	seq151	32.900	87	246	248	0.354	0.347	8.643E-09	49
seq161	seq37	43.000	65	246	255	0.260	0.255	1.173E-07	46
seq161	seq35	28.200	78	246	340	0.313	0.229	8.823E-07	43
seq161	seq152	36.300	76	246	132	0.309	0.576	1.176E-06	42
seq161	seq141	32.400	77	246	210	0.309	0.367	1.176E-06	42
seq161	seq34	28.200	78	246	340	0.313	0.229	2.785E-06	41
seq161	seq83	41.600	48	246	90	0.191	0.533	4.942E-06	40
seq161	seq187	33.300	72	246	456	0.289	0.158	4.942E-06	40
seq161	seq156	26.800	81	246	226	0.329	0.358	6.485E-05	37
seq161	seq137	27.600	65	246	476	0.264	0.137	6.485E-05	37
seq161	seq157	27.600	75	246	226	0.305	0.332	8.626E-05	36
seq161	seq41	31.000	74	246	221	0.301	0.312	2.029E-04	35
seq161	seq105	29.000	55	246	230	0.220	0.239	4.766E-04	34
seq161	seq106	29.000	55	246	362	0.220	0.152	4.766E-04	34
seq161	seq1	30.700	65	246	98	0.260	0.663	6.334E-04	34
seq161	seq109	30.700	65	246	604	0.260	0.108	6.334E-04	34
seq161	seq178	33.300	75	246	127	0.305	0.559	8.417E-04	33
seq69	seq69	100.000	260	260	260	1.000	1.000	7.491E-173	527
seq69	seq99	35.600	189	260	218	0.696	0.867	1.134E-26	104
seq69	seq100	35.600	189	260	421	0.696	0.449	1.134E-26	104
seq69	seq7	35.700	165	260	258	0.608	0.640	9.700E-26	101
seq69	seq63	31.600	176	260	205	0.665	0.859	8.270E-25	98
seq69	seq105	33.700	166	260	230	0.608	0.722	1.524E-24	97
seq69	seq106	33.700	166	260	362	0.608	0.459	1.524E-24	97
seq69	seq199	33.000	221	260	365	0.773	0.605	2.070E-24	97
seq69	seq129	35.300	180	260	378	0.608	0.476	3.813E-24	96
seq69	seq156	33.600	202	260	226	0.712	0.894	5.943E-23	93
seq69	seq102	33.300	217	260	233	0.823	0.931	8.060E-23	92
seq69	seq73	33.300	192	260	236	0.700	0.814	2.724E-22	91
seq69	seq157	33.100	202	260	226	0.712	0.894	9.196E-22	89
seq69	seq19	31.700	170	260	191	0.615	0.890	2.288E-21	88
seq69	seq20	31.700	170	260	191	0.615	0.890	2.288E-21	88
seq69	seq194	32.100	165	260	240	0.596	0.688	3.932E-19	81
seq69	seq98	28.800	185	260	350	0.638	0.529	1.888E-14	67
seq69	seq186	27.700	155	260	235	0.538	0.660	4.889E-13	63
seq69	seq97	30.800	145	260	375	0.481	0.387	6.566E-13	62
seq69	seq80	28.100	162	260	408	0.573	0.397	6.566E-13	62
seq69	seq68	30.900	135	260	275	0.465	0.491	1.183E-12	61
seq69	seq11	30.000	123	260	481	0.431	0.256	5.146E-12	59
seq69	seq83	35.700	83	260	90	0.319	0.900	1.240E-11	58
seq69	seq86	38.300	73	260	143	0.277	0.510	2.228E-11	57
seq69	seq36	26.800	177	260	270	0.638	0.656	2.228E-11	57
seq69	seq109	26.900	160	260	604	0.600	0.265	2.228E-11	57
seq69	seq47	26.900	115	260	383	0.442	0.298	2.984E-11	57
seq69	seq144	30.900	140	260	356	0.473	0.393	3.998E-11	57
seq69	seq145	27.000	134	260	588	0.500	0.228	3.998E-11	57
seq69	seq185	29.000	117	260	247	0.450	0.470	5.354E-11	56
seq69	seq118	26.000	143	260	248	0.550	0.577	9.599E-11	55
seq69	seq141	25.700	173	260	210	0.577	0.824	1.285E-10	55
seq69	seq162	24.300	115	260	325	0.442	0.351	2.301E-10	54
seq69	seq163	24.300	115	260	325	0.442	0.351	2.301E-10	54
seq69	seq164	24.300	115	260	325	0.442	0.351	2.301E-10	54
seq69	seq165	24.300	115	260	325	0.442	0.351	2.301E-10	54
seq69	seq166	24.300	115	260	325	0.442	0.351	2.301E-10	54
seq69	seq108	24.400	214	260	238	0.792	0.899	3.078E-10	54
seq69	seq37	26.300	142	260	255	0.531	0.557	7.362E-10	53
seq69	seq177	42.600	68	260	128	0.254	0.531	9.842E-10	52
seq69	seq131	23.000	180	260	414	0.650	0.435	9.842E-10	52
seq69	seq61	24.400	187	260	455	0.635	0.411	9.842E-10	52
seq69	seq122	33.300	84	260	145	0.319	0.579	1.316E-09	52
seq69	seq67	29.000	121	260	262	0.458	0.462	1.316E-09	52
seq69	seq89	31.100	119	260	476	0.427	0.250	1.316E-09	52
seq69	seq120	37.300	67	260	131	0.254	0.511	1.758E-09	51
seq69	seq119	37.300	67	260	131	0.254	0.511	2.349E-09	51
seq69	seq130	22.900	179	260	414	0.646	0.432	2.349E-09	51
seq69	seq183	26.800	131	260	424	0.485	0.309	3.138E-09	51
seq69	seq8	27.600	173	260	339	0.638	0.510	9.976E-09	49
seq69	seq127	23.400	182	260	414	0.600	0.440	1.332E-08	49
seq69	seq114	27.900	117	260	382	0.388	0.306	1.777E-08	48
seq69	seq14	25.200	115	260	246	0.442	0.435	4.219E-08	47
seq69	seq184	25.300	160	260	223	0.577	0.717	1.333E-07	46
seq69	seq195	25.600	158	260	191	0.608	0.770	1.777E-07	45
seq69	seq16	25.300	156	260	212	0.562	0.736	1.777E-07	45
seq69	seq200	34.300	67	260	248	0.254	0.270	1.777E-07	45
seq69	seq33	28.200	85	260	323	0.319	0.263	2.367E-07	45
seq69	seq188	42.500	54	260	356	0.208	0.152	4.201E-07	44
seq69	seq191	25.300	152	260	235	0.546	0.647	1.321E-06	42
seq69	seq48	20.900	197	260	386	0.719	0.510	1.321E-06	42
seq69	seq62	28.500	77	260	281	0.285	0.274	5.513E-06	40
seq69	seq90	23.100	162	260	338	0.473	0.479	5.513E-06	40
seq69	seq30	29.600	90	260	167	0.327	0.539	7.333E-06	40
seq69	seq21	22.200	164	260	339	0.604	0.484	9.753E-06	40
seq69	seq24	35.700	56	260	153	0.215	0.346	1.297E-05	39
seq69	seq70	34.700	68	260	416	0.250	0.163	1.297E-05	39
seq69	seq180	31.000	74	260	120	0.277	0.617	1.725E-05	39
seq69	seq111	21.700	156	260	347	0.492	0.450	1.725E-05	39
seq69	seq1	41.600	48	260	98	0.185	0.490	3.048E-05	38
seq69	seq9	30.800	66	260	169	0.254	0.391	3.048E-05	38
seq69	seq6	30.800	66	260	169	0.254	0.391	5.385E-05	37
seq69	seq26	29.200	65	260	148	0.250	0.419	1.263E-04	36
seq69	seq13	33.900	56	260	171	0.215	0.327	1.263E-04	36
seq69	seq52	23.100	160	260	375	0.462	0.427	1.263E-04	36
seq69	seq23	25.800	154	260	372	0.462	0.414	1.678E-04	36
seq69	seq113	28.100	71	260	546	0.262	0.130	5.221E-04	34
seq69	seq10	28.800	52	260	170	0.200	0.306	6.933E-04	34
seq113	seq113	100.000	546	546	546	1.000	1.000	0.000E+00	1056
seq113	seq22	25.500	306	546	367	0.438	0.834	6.603E-25	104
seq113	seq67	30.300	89	546	262	0.163	0.332	7.479E-06	42
seq113	seq141	24.200	207	546	210	0.379	0.805	9.871E-06	41
seq113	seq13	37.000	54	546	171	0.099	0.304	2.269E-05	40
seq113	seq75	24.700	85	546	617	0.156	0.133	2.994E-05	40
seq113	seq61	21.500	260	546	455	0.379	0.571	6.881E-05	38
seq113	seq177	33.300	59	546	128	0.108	0.438	9.080E-05	38
seq113	seq99	26.200	80	546	218	0.147	0.353	9.080E-05	38
seq113	seq98	20.400	195	546	350	0.357	0.454	9.080E-05	38
seq113	seq100	26.200	80	546	421	0.147	0.183	9.080E-05	38
seq113	seq62	23.600	109	546	281	0.200	0.374	1.581E-04	37
seq113	seq80	23.700	176	546	408	0.322	0.360	1.581E-04	37
seq113	seq145	31.800	66	546	588	0.121	0.111	1.581E-04	37
seq113	seq23	29.700	73	546	372	0.125	0.196	2.086E-04	37
seq113	seq180	23.500	102	546	120	0.187	0.742	4.793E-04	36
seq113	seq16	33.800	62	546	212	0.114	0.274	4.793E-04	36
seq113	seq47	27.700	89	546	383	0.163	0.219	4.793E-04	36
seq113	seq199	21.200	237	546	365	0.434	0.515	8.345E-04	35
seq113	seq97	23.300	60	546	375	0.110	0.155	8.345E-04	35
seq194	seq194	100.000	240	240	240	1.000	1.000	1.845E-155	475
seq194	seq73	61.500	190	240	236	0.792	0.801	1.523E-72	236
seq194	seq19	59.600	191	240	191	0.796	0.984	1.885E-71	233
seq194	seq20	59.600	191	240	191	0.796	0.984	1.885E-71	233
seq194	seq199	59.600	191	240	365	0.796	0.515	1.885E-71	233
seq194	seq102	50.000	182	240	233	0.758	0.781	7.460E-57	191
seq194	seq156	49.100	173	240	226	0.721	0.765	2.891E-54	183
seq194	seq157	49.100	173	240	226	0.721	0.765	3.956E-54	183
seq194	seq105	42.800	182	240	230	0.758	0.765	4.232E-38	136
seq194	seq106	42.800	182	240	362	0.758	0.486	4.232E-38	136
seq194	seq129	38.400	182	240	378	0.708	0.481	2.147E-35	128
seq194	seq7	39.700	166	240	258	0.692	0.632	1.017E-34	126
seq194	seq63	37.100	156	240	205	0.650	0.727	9.450E-32	118
seq194	seq99	34.900	166	240	218	0.692	0.752	8.283E-31	115
seq194	seq100	34.900	166	240	421	0.692	0.390	8.283E-31	115
seq194	seq69	32.700	162	240	260	0.675	0.585	6.329E-19	80
seq194	seq127	31.000	158	240	414	0.617	0.382	1.091E-16	73
seq194	seq12	41.700	79	240	100	0.329	0.790	3.647E-16	72
seq194	seq183	32.000	154	240	424	0.642	0.363	3.647E-16	72
seq194	seq191	31.500	147	240	235	0.613	0.613	6.662E-16	71
seq194	seq141	27.500	159	240	210	0.621	0.757	9.002E-16	70
seq194	seq98	25.100	178	240	350	0.725	0.509	1.643E-15	70
seq194	seq162	26.800	148	240	325	0.617	0.440	2.219E-15	69
seq194	seq163	26.800	148	240	325	0.617	0.440	2.219E-15	69
seq194	seq164	26.800	148	240	325	0.617	0.440	2.219E-15	69
seq194	seq165	26.800	148	240	325	0.617	0.440	2.219E-15	69
seq194	seq166	26.800	148	240	325	0.617	0.440	2.219E-15	69
seq194	seq130	27.900	153	240	414	0.637	0.357	2.219E-15	69
seq194	seq144	26.000	158	240	356	0.625	0.444	2.997E-15	69
seq194	seq97	25.300	160	240	375	0.621	0.427	2.997E-15	69
seq194	seq131	31.300	147	240	414	0.571	0.355	2.997E-15	69
seq194	seq145	29.600	155	240	588	0.646	0.255	2.997E-15	69
seq194	seq16	29.100	148	240	212	0.617	0.684	3.298E-14	66
seq194	seq184	27.800	148	240	223	0.617	0.650	5.998E-14	65
seq194	seq187	27.500	148	240	456	0.617	0.314	8.086E-14	64
seq194	seq80	30.400	162	240	408	0.608	0.397	1.469E-13	64
seq194	seq75	29.300	166	240	617	0.617	0.269	3.593E-13	63
seq194	seq47	26.600	148	240	383	0.617	0.386	4.839E-13	62
seq194	seq61	27.800	147	240	455	0.579	0.323	4.839E-13	62
seq194	seq108	24.800	153	240	238	0.617	0.643	6.517E-13	62
seq194	seq185	30.900	139	240	247	0.579	0.543	1.181E-12	61
seq194	seq14	26.300	148	240	246	0.617	0.549	2.139E-12	60
seq194	seq37	29.600	148	240	255	0.617	0.561	5.208E-12	59
seq194	seq120	38.200	68	240	131	0.283	0.519	7.003E-12	59
seq194	seq30	38.300	86	240	167	0.317	0.515	1.266E-11	58
seq194	seq83	35.800	78	240	90	0.325	0.867	1.701E-11	57
seq194	seq119	36.700	68	240	131	0.283	0.519	2.286E-11	57
seq194	seq86	37.800	82	240	143	0.329	0.573	2.286E-11	57
seq194	seq200	31.000	99	240	248	0.412	0.387	2.286E-11	57
seq194	seq112	28.000	142	240	514	0.579	0.276	2.286E-11	57
seq194	seq122	30.300	112	240	145	0.467	0.731	3.071E-11	57
seq194	seq67	29.700	144	240	262	0.596	0.550	5.539E-11	56
seq194	seq177	51.000	49	240	128	0.204	0.383	1.340E-10	55
seq194	seq39	28.000	137	240	378	0.571	0.362	1.340E-10	55
seq194	seq89	26.000	137	240	476	0.554	0.288	1.340E-10	55
seq194	seq50	20.600	155	240	556	0.621	0.279	1.798E-10	54
seq194	seq90	22.200	182	240	338	0.663	0.538	2.413E-10	54
seq194	seq109	28.800	149	240	604	0.621	0.238	2.413E-10	54
seq194	seq27	31.400	149	240	339	0.621	0.428	3.236E-10	53
seq194	seq188	21.500	161	240	356	0.617	0.452	3.236E-10	53
seq194	seq28	31.400	149	240	339	0.621	0.428	4.341E-10	53
seq194	seq137	32.400	74	240	476	0.304	0.155	1.401E-09	51
seq194	seq52	36.000	61	240	375	0.254	0.163	8.083E-09	49
seq194	seq21	28.900	149	240	339	0.621	0.428	6.187E-08	46
seq194	seq8	25.600	148	240	339	0.617	0.413	8.268E-08	46
seq194	seq53	26.700	137	240	600	0.571	0.228	1.105E-07	46
seq194	seq1	40.300	57	240	98	0.237	0.582	1.971E-07	45
seq194	seq34	29.300	144	240	340	0.600	0.397	1.971E-07	45
seq194	seq38	34.200	76	240	179	0.283	0.425	4.691E-07	44
seq194	seq35	29.300	144	240	340	0.600	0.397	4.691E-07	44
seq194	seq6	28.300	79	240	169	0.329	0.462	6.261E-07	43
seq194	seq70	36.800	57	240	416	0.237	0.137	1.115E-06	42
seq194	seq33	28.900	107	240	323	0.412	0.331	1.487E-06	42
seq194	seq159	35.800	67	240	912	0.279	0.068	2.644E-06	41
seq194	seq180	33.300	54	240	120	0.225	0.450	6.262E-06	40
seq194	seq26	32.000	50	240	148	0.208	0.338	6.262E-06	40
seq194	seq10	33.900	56	240	170	0.233	0.329	6.262E-06	40
seq194	seq62	30.400	82	240	281	0.312	0.292	6.262E-06	40
seq194	seq41	25.600	148	240	221	0.617	0.588	8.345E-06	40
seq194	seq24	35.400	48	240	153	0.200	0.314	1.481E-05	39
seq194	seq77	21.400	157	240	310	0.625	0.506	1.973E-05	38
seq194	seq152	34.300	64	240	132	0.254	0.485	4.656E-05	37
seq104	seq104	100.000	339	339	339	1.000	1.000	2.419E-221	671
seq104	seq94	77.200	338	339	318	0.997	0.997	2.709E-164	507
seq104	seq95	76.900	338	339	335	0.997	0.997	4.175E-162	500
seq104	seq87	66.500	354	339	356	0.994	0.994	2.844E-136	426
seq104	seq88	66.500	354	339	356	0.994	0.994	2.844E-136	426
seq104	seq107	27.600	407	339	464	0.914	0.877	3.239E-37	138
seq104	seq125	26.300	321	339	599	0.947	0.514	2.454E-19	83
seq104	seq128	25.200	320	339	579	0.944	0.482	4.789E-16	73
seq104	seq123	23.700	135	339	576	0.398	0.208	2.251E-07	46
seq104	seq66	37.700	45	339	185	0.115	0.243	7.792E-04	34
seq178	seq178	100.000	127	127	127	1.000	1.000	9.587E-82	256
seq178	seq138	56.700	81	127	128	0.638	0.633	5.746E-28	102
seq178	seq139	56.000	82	127	128	0.646	0.641	1.080E-27	101
seq178	seq170	54.400	90	127	124	0.701	0.726	4.344E-25	93
seq178	seq193	45.300	96	127	241	0.756	0.390	3.418E-16	68
seq178	seq153	41.300	111	127	221	0.811	0.502	1.646E-15	66
seq178	seq154	41.300	111	127	221	0.811	0.502	1.646E-15	66
seq178	seq115	39.600	99	127	245	0.780	0.384	5.787E-15	64
seq178	seq180	40.100	106	127	120	0.772	0.883	1.485E-14	63
seq178	seq146	40.200	97	127	202	0.740	0.480	2.505E-13	59
seq178	seq147	40.200	97	127	202	0.740	0.480	2.505E-13	59
seq178	seq148	40.200	97	127	202	0.740	0.480	2.505E-13	59
seq178	seq149	40.200	97	127	202	0.740	0.480	2.505E-13	59
seq178	seq150	40.200	97	127	202	0.740	0.480	2.505E-13	59
seq178	seq151	40.200	97	127	248	0.740	0.391	2.505E-13	59
seq178	seq171	32.900	79	127	92	0.583	0.859	1.201E-12	57
seq178	seq172	32.900	79	127	92	0.583	0.859	1.201E-12	57
seq178	seq173	32.900	79	127	92	0.583	0.859	1.201E-12	57
seq178	seq174	32.900	79	127	92	0.583	0.859	1.201E-12	57
seq178	seq68	39.700	68	127	275	0.535	0.244	7.871E-12	55
seq178	seq130	38.300	73	127	414	0.543	0.176	7.871E-12	55
seq178	seq127	35.600	73	127	414	0.543	0.176	1.472E-11	54
seq178	seq131	38.000	71	127	414	0.528	0.171	3.763E-11	53
seq178	seq134	35.000	77	127	207	0.606	0.357	1.314E-10	51
seq178	seq135	35.000	77	127	207	0.606	0.357	1.314E-10	51
seq178	seq136	35.000	77	127	352	0.606	0.210	1.314E-10	51
seq178	seq9	33.700	77	127	169	0.583	0.456	2.455E-10	51
seq178	seq41	36.600	71	127	221	0.559	0.317	8.555E-10	49
seq178	seq183	34.100	85	127	424	0.630	0.200	1.596E-09	48
seq178	seq82	35.600	72	127	131	0.567	0.534	2.977E-09	48
seq178	seq191	35.200	71	127	235	0.520	0.302	4.066E-09	47
seq178	seq160	30.600	62	127	271	0.457	0.229	4.066E-09	47
seq178	seq188	33.300	66	127	356	0.480	0.185	4.066E-09	47
seq178	seq81	38.300	72	127	131	0.567	0.519	5.551E-09	47
seq178	seq79	33.300	90	127	247	0.661	0.364	1.412E-08	46
seq178	seq90	26.900	89	127	338	0.638	0.263	1.412E-08	46
seq178	seq199	30.800	104	127	365	0.740	0.285	1.412E-08	46
seq178	seq152	32.000	75	127	132	0.551	0.568	1.927E-08	45
seq178	seq47	26.900	78	127	383	0.575	0.204	2.629E-08	45
seq178	seq32	30.200	76	127	323	0.551	0.235	4.894E-08	44
seq178	seq34	35.200	71	127	340	0.559	0.206	6.676E-08	44
seq178	seq67	26.900	78	127	262	0.575	0.298	1.242E-07	43
seq178	seq35	35.200	71	127	340	0.559	0.206	1.242E-07	43
seq178	seq84	25.900	77	127	282	0.559	0.273	1.693E-07	42
seq178	seq10	30.500	71	127	170	0.528	0.418	4.287E-07	41
seq178	seq73	29.900	105	127	236	0.685	0.445	1.476E-06	40
seq178	seq126	26.700	71	127	307	0.551	0.231	1.476E-06	40
seq178	seq19	26.800	79	127	191	0.606	0.414	2.737E-06	39
seq178	seq20	26.800	79	127	191	0.606	0.414	2.737E-06	39
seq178	seq161	33.300	75	127	246	0.559	0.305	6.899E-06	38
seq178	seq194	29.800	74	127	240	0.567	0.308	9.385E-06	37
seq178	seq111	36.000	61	127	347	0.417	0.176	9.385E-06	37
seq178	seq96	27.200	77	127	193	0.559	0.399	5.015E-04	32
seq33	seq33	100.000	323	323	323	1.000	1.000	8.556E-219	663
seq33	seq188	26.900	232	323	356	0.718	0.624	1.617E-17	78
seq33	seq187	21.200	233	323	456	0.721	0.368	3.004E-16	74
seq33	seq47	22.500	233	323	383	0.721	0.452	2.302E-15	71
seq33	seq162	22.300	231	323	325	0.715	0.511	7.347E-15	69
seq33	seq163	22.300	231	323	325	0.715	0.511	7.347E-15	69
seq33	seq164	22.300	231	323	325	0.715	0.511	7.347E-15	69
seq33	seq165	22.300	231	323	325	0.715	0.511	7.347E-15	69
seq33	seq166	22.300	231	323	325	0.715	0.511	7.347E-15	69
seq33	seq80	27.800	232	323	408	0.718	0.446	4.170E-14	67
seq33	seq131	24.700	272	323	414	0.718	0.657	4.170E-14	67
seq33	seq127	24.100	232	323	414	0.718	0.435	1.765E-13	65
seq33	seq130	24.800	232	323	414	0.718	0.411	5.584E-13	63
