seq57469	seq57469	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq101212	seq101212	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq101244	seq101244	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq101276	seq101276	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq101308	seq101308	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq101340	seq101340	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq101372	seq101372	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq101404	seq101404	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq101436	seq101436	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq101468	seq101468	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq101500	seq101500	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq18049	seq18049	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq18081	seq18081	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq18113	seq18113	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq18145	seq18145	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq18177	seq18177	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq18209	seq18209	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq18241	seq18241	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq18273	seq18273	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq18305	seq18305	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq18337	seq18337	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq77336	seq77336	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq77368	seq77368	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq77400	seq77400	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq77432	seq77432	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq77464	seq77464	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq77496	seq77496	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq77528	seq77528	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq77560	seq77560	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq77592	seq77592	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq77624	seq77624	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq52448	seq52448	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq56000	seq56000	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq56032	seq56032	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq56064	seq56064	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq56096	seq56096	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq56128	seq56128	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq56160	seq56160	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq56192	seq56192	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq56224	seq56224	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq56256	seq56256	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq21237	seq21237	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq22549	seq22549	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq22581	seq22581	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq22613	seq22613	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq22645	seq22645	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq22677	seq22677	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq22709	seq22709	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq22741	seq22741	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq22773	seq22773	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq22805	seq22805	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq41918	seq41918	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq43550	seq43550	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq43582	seq43582	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq43614	seq43614	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq43646	seq43646	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq43678	seq43678	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq43710	seq43710	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq43742	seq43742	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq43774	seq43774	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq43806	seq43806	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq66047	seq66047	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq106719	seq106719	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq106751	seq106751	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq106783	seq106783	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq106815	seq106815	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq106847	seq106847	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq106879	seq106879	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq106911	seq106911	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq106943	seq106943	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq106975	seq106975	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq11111	seq11111	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq12103	seq12103	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq12103	seq12104	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq12135	seq12135	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq12167	seq12167	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq12199	seq12199	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq12231	seq12231	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq12263	seq12263	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq12295	seq12295	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq12327	seq12327	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq12359	seq12359	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq45676	seq45676	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq76108	seq76108	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq76140	seq76140	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq76172	seq76172	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq76204	seq76204	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq76236	seq76236	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq76268	seq76268	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq76300	seq76300	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq76332	seq76332	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq76364	seq76364	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq92267	seq92267	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq105228	seq105228	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq105260	seq105260	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq105292	seq105292	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq105324	seq105324	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq105356	seq105356	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq105388	seq105388	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq105420	seq105420	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq105452	seq105452	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq105484	seq105484	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq83183	seq83183	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq71504	seq71504	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq71536	seq71536	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq71568	seq71568	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq71600	seq71600	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq71632	seq71632	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq71664	seq71664	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq71696	seq71696	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq71728	seq71728	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq71760	seq71760	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq16127	seq16127	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq16479	seq16479	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq16511	seq16511	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq16543	seq16543	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq16575	seq16575	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq16607	seq16607	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq16639	seq16639	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq16671	seq16671	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq16703	seq16703	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq16735	seq16735	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq32943	seq32943	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq52175	seq52175	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq52207	seq52207	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq52239	seq52239	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq52271	seq52271	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq52303	seq52303	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq52335	seq52335	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq52367	seq52367	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq52399	seq52399	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq52431	seq52431	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq67808	seq67808	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq91200	seq91200	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq91232	seq91232	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq91264	seq91264	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq91296	seq91296	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq91328	seq91328	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq91360	seq91360	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq91392	seq91392	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq91424	seq91424	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq91456	seq91456	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq50749	seq50749	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq61790	seq61790	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq61822	seq61822	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq61854	seq61854	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq61886	seq61886	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq61918	seq61918	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq61950	seq61950	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq61982	seq61982	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq62014	seq62014	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq62046	seq62046	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq57578	seq57578	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq23499	seq23499	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq23531	seq23531	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq23563	seq23563	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq23595	seq23595	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq23595	seq23596	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq23627	seq23627	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq23659	seq23659	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq23691	seq23691	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq23723	seq23723	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq23755	seq23755	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq37165	seq37165	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq37837	seq37837	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq37869	seq37869	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq37901	seq37901	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq37933	seq37933	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq37965	seq37965	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq37997	seq37997	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq38029	seq38029	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq38061	seq38061	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq38093	seq38092	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq38093	seq38093	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq95978	seq95978	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq96650	seq96650	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq96682	seq96682	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq96714	seq96714	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq96746	seq96746	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq96778	seq96778	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq96810	seq96810	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq96842	seq96842	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq96874	seq96874	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq96906	seq96906	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq59565	seq59565	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq106957	seq106957	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq106989	seq106989	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq107021	seq107021	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq107053	seq107053	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq107085	seq107085	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq107117	seq107117	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq107149	seq107149	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq107181	seq107181	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq107213	seq107213	100.000	39	39	39	1.000	1.000	7.194E-17	71
seq35503	seq35503	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq35855	seq35855	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq35887	seq35887	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq35919	seq35919	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq35951	seq35951	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq35983	seq35983	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq36015	seq36015	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq36047	seq36047	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq36079	seq36079	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq36111	seq36110	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq36111	seq36111	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq86001	seq86001	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq86673	seq86673	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq86705	seq86705	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq86737	seq86737	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq86769	seq86769	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq86801	seq86801	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq86833	seq86833	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq86865	seq86865	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq86897	seq86897	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq86929	seq86929	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq53537	seq53537	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq54849	seq54849	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq54881	seq54881	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq54913	seq54913	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq54945	seq54945	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq54977	seq54977	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq55009	seq55009	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq55041	seq55041	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq55073	seq55073	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq55105	seq55105	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq27240	seq27240	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq27272	seq27272	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq27304	seq27304	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq27336	seq27336	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq27368	seq27368	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq27400	seq27400	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq27432	seq27432	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq27464	seq27464	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq27496	seq27496	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq27528	seq27528	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq31720	seq31720	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq33032	seq33032	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq33064	seq33064	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq33096	seq33096	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq33128	seq33128	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq33160	seq33160	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq33192	seq33192	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq33224	seq33224	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq33256	seq33256	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq33288	seq33288	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq32638	seq32638	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq33310	seq33310	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq33342	seq33342	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq33374	seq33374	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq33406	seq33406	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq33438	seq33438	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq33470	seq33470	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq33502	seq33502	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq33534	seq33534	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq33566	seq33566	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq2161	seq2161	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq26322	seq26322	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq26354	seq26354	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq26386	seq26386	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq26418	seq26418	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq26450	seq26450	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq26482	seq26482	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq26514	seq26514	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq26546	seq26546	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq26578	seq26578	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq26578	seq26579	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq97975	seq97975	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq7896	seq7896	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq7928	seq7928	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq7960	seq7960	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq7992	seq7992	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq8024	seq8024	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq8056	seq8056	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq8088	seq8088	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq8120	seq8120	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq8152	seq8152	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq101758	seq101758	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq101790	seq101790	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq101822	seq101822	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq101854	seq101854	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq101886	seq101886	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq101918	seq101918	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq101950	seq101950	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq101982	seq101982	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq102014	seq102014	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq102046	seq102046	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq103678	seq103678	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq103710	seq103710	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq103742	seq103742	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq103774	seq103774	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq103806	seq103806	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq103838	seq103838	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq103870	seq103870	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq103902	seq103902	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq103934	seq103934	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq103966	seq103966	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq104958	seq104958	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq104990	seq104990	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq105022	seq105022	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq105054	seq105054	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq105086	seq105086	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq105118	seq105118	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq105150	seq105150	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq105182	seq105182	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq105214	seq105214	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq105246	seq105246	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq106558	seq106558	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq106590	seq106590	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq106622	seq106622	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq106654	seq106654	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq106686	seq106686	100.000	39	39	39	1.000	1.000	7.194E-17	71
seq106718	seq106718	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq106750	seq106750	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq106782	seq106782	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq106814	seq106814	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq106846	seq106846	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq25382	seq25382	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq107014	seq107014	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq107046	seq107046	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq107078	seq107078	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq107110	seq107110	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq107142	seq107142	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq107174	seq107174	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq107206	seq107206	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq107238	seq107238	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq107270	seq107270	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq92979	seq92979	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq87060	seq87060	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq87092	seq87092	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq87124	seq87124	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq87156	seq87156	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq87188	seq87188	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq87188	seq87189	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq87220	seq87220	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq87252	seq87252	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq87284	seq87284	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq87316	seq87316	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq32251	seq32251	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq49243	seq49243	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq49275	seq49275	100.000	35	35	35	1.000	1.000	1.339E-14	64
seq49307	seq49307	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq49339	seq49339	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq49371	seq49371	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq49403	seq49403	100.000	39	39	39	1.000	1.000	7.194E-17	71
seq49435	seq49435	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq49435	seq49436	100.000	38	38	38	1.000	1.000	2.657E-16	70
seq49467	seq49467	100.000	30	30	30	1.000	1.000	9.214E-12	55
seq49499	seq49499	100.000	30	30	30	1.000	1.000	9.214E-12	55
